,Income_AT,Expenses,Housing,Food,Transport,Entertainment,Luxury,Age,Education,Inc_cat
2976,2550.016666666667,2517.733333333333,1039.3333333333333,433.3333333333333,648.3333333333334,148.33333333333334,396.7333333333333,18,13,4
2977,21432.8,19495.862333333334,4251.666666666667,2123.3333333333335,550.0,816.6666666666666,12570.862333333333,46,16,11
2978,2870.5,2711.25,1001.6666666666666,195.0,1246.0,0.0,268.5833333333333,34,13,4
2979,4035.9666666666667,5434.466666666666,2080.3333333333335,866.6666666666666,1698.3333333333333,135.0,789.1333333333332,44,11,5
2980,4724.366666666667,5880.983333333334,4493.666666666667,489.6666666666667,73.33333333333333,309.0,824.316666666667,67,12,6
2981,895.0,1387.6666666666667,681.6666666666666,260.0,300.0,106.0,146.0,74,15,0
2982,389.59999999999997,783.0,349.6666666666667,433.3333333333333,0.0,0.0,0.0,65,14,0
2983,1176.4833333333333,2662.0,806.0,1386.6666666666667,193.33333333333334,151.33333333333334,276.0,70,15,0
2984,1511.1666666666667,1556.5,875.0,390.0,60.0,0.0,231.5,43,12,1
2985,3887.0,3018.0,360.5,208.0,742.6666666666666,0.0,1706.8333333333333,54,11,5
2986,250.0,2869.6666666666665,1087.3333333333333,671.6666666666666,40.0,0.0,1070.6666666666667,19,13,0
2987,8854.416666666666,6134.416666666667,2095.0,876.0,1008.0,518.3333333333334,2155.4166666666665,43,14,9
2988,4102.833333333333,2899.1666666666665,1169.6666666666667,433.3333333333333,239.33333333333334,237.0,1056.8333333333333,53,15,5
2989,9822.666666666666,6245.466666666667,2635.6666666666665,829.0,575.6666666666666,310.0,2205.1333333333337,47,14,9
2990,14882.683333333334,8872.5,4929.666666666667,1018.3333333333334,850.0,550.6666666666666,2074.5,50,13,10
2991,4106.916666666667,4942.5,2757.3333333333335,650.0,1122.6666666666667,0.0,412.5,53,16,5
2992,1893.05,2944.5499999999997,1691.3333333333333,368.3333333333333,662.0,0.0,222.8833333333332,36,14,2
2993,4504.633333333333,3055.1666666666665,1227.0,346.6666666666667,573.3333333333334,0.0,908.1666666666666,51,15,6
2994,6497.433333333333,5569.116666666666,1210.6666666666667,1563.3333333333333,870.6666666666666,174.0,1924.4499999999996,33,15,7
2995,1533.3333333333333,1463.8333333333333,746.6666666666666,346.6666666666667,100.0,0.0,270.5,21,12,1
2996,12391.833333333334,7629.5,3675.3333333333335,543.3333333333334,973.0,106.33333333333333,2437.8333333333335,53,15,9
2997,3211.066666666667,3117.25,2115.6666666666665,260.0,160.0,80.33333333333333,581.5833333333334,67,10,4
2998,5524.5,4213.25,915.6666666666666,368.3333333333333,1351.0,426.0,1578.25,29,12,7
2999,13969.183333333334,7024.445666666667,1649.6666666666667,925.6666666666666,1063.0,416.3333333333333,3386.1123333333344,72,15,10
3000,134.58333333333334,2270.5833333333335,405.6666666666667,286.0,368.0,92.33333333333333,1210.9166666666667,22,13,0
3001,3824.5166666666664,2561.8333333333335,623.8333333333334,516.6666666666666,540.3333333333334,95.33333333333333,881.0,77,14,5
3002,5931.45,5120.466666666666,2479.0,630.6666666666666,863.0,438.3333333333333,1147.8,34,13,7
3003,3216.9166666666665,3073.5,1184.3333333333333,780.0,379.6666666666667,76.33333333333333,729.5,44,11,4
3004,1842.3333333333333,1810.3333333333333,468.3333333333333,433.3333333333333,327.0,58.666666666666664,581.6666666666666,81,13,2
3005,3407.0,3114.75,898.0,606.6666666666666,918.3333333333334,280.6666666666667,691.75,35,12,5
3006,7056.45,3949.2000000000003,1186.0,475.0,860.3333333333334,469.6666666666667,1427.8666666666668,22,13,8
3007,7300.383333333334,5104.416666666667,1912.6666666666667,750.0,888.6666666666666,255.33333333333334,1553.0833333333333,26,16,8
